,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,LastNameNum,TicketSibling,isParent,isEnfant,AgeBin,FareBin,IsAlone,FamilySize,Servant,parentSurvived,childrenSurvived,parentDied,childrenDied,SiblingDied,SiblingSurvived
train,70,0.0,3,1,-0.2779347912411294,2,0,362,-0.82515440515439,2,4,409,1,0.0,0.0,1,1,0,3,0,0,0,0,0,0,0
train,71,0.0,2,1,0.17292201031862803,0,0,761,-0.6331710965388939,2,4,374,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,72,0.0,3,0,-1.029362793840725,5,2,774,0.9402016419508685,2,3,292,8,,,1,4,0,8,0,0,0,0,0,0,0
train,73,0.0,2,1,-0.6536487925409272,0,0,846,1.4272694341998533,2,4,352,7,0.0,0.0,1,4,0,7,0,0,0,0,0,0,0
train,74,0.0,3,1,-0.2779347912411294,1,0,274,-0.30727043636618656,0,4,149,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,75,1.0,3,1,0.17292201031862803,0,0,103,1.1415603065113535,2,4,76,8,0.0,0.0,2,4,0,8,0,0,0,0,0,0,0
train,76,0.0,3,1,-0.35307759150108897,0,0,480,-0.9472215089599357,2,4,533,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,77,0.0,3,1,0.022636409798708873,0,0,490,-0.9163224516047415,2,4,758,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,78,0.0,3,1,0.022636409798708873,0,0,649,-0.8973710928725647,2,4,545,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,79,1.0,2,1,-2.169279073784312,0,2,210,0.42420368281530113,2,2,118,3,0.0,1.0,0,3,0,3,0,1,0,0,0,0,0
train,80,1.0,3,0,0.022636409798708873,0,0,592,-0.45839683885560595,2,3,217,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,81,0.0,3,1,-0.5785059922809677,0,0,419,-0.7872939516355081,2,4,823,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,82,1.0,3,1,-0.0525063904612507,0,0,429,-0.7334904678356013,2,4,720,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,83,1.0,3,0,0.022636409798708873,0,0,381,-0.9298300669671904,1,3,505,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,84,0.0,1,1,-0.12764919072121025,0,0,35,0.944796451389471,2,4,130,2,0.0,0.0,1,4,0,2,0,0,0,0,0,0,0
train,85,1.0,2,0,-0.9542199935807656,0,0,870,-0.6331710965388939,2,3,362,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,86,1.0,3,0,0.2480648105785876,3,0,332,-0.2119155831182824,2,5,43,2,0.0,0.0,2,2,0,4,0,0,0,0,0,0,0
train,87,0.0,3,1,-1.029362793840725,1,3,923,0.6059461164873752,2,4,255,5,1.0,0.0,1,3,0,5,0,0,0,0,1,0,0
train,88,0.0,3,1,0.022636409798708873,0,0,893,-0.8973710928725647,2,4,743,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,89,1.0,1,0,-0.5033631920210081,3,2,122,2.822416949927071,2,3,257,6,,,1,4,0,6,0,0,0,0,0,0,0
train,90,0.0,3,1,-0.42822039176104854,0,0,410,-0.8973710928725647,2,4,136,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,91,0.0,3,1,-0.0525063904612507,0,0,411,-0.8973710928725647,2,4,147,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,92,0.0,3,1,-0.7287915928008868,0,0,470,-0.9214914200619991,2,4,22,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,93,0.0,1,1,1.224921213958062,1,0,925,1.2278408752302954,2,4,137,2,0.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,94,0.0,3,1,-0.2779347912411294,1,2,749,0.060667872609379725,2,4,199,4,1.0,0.0,1,2,0,4,0,0,1,0,0,0,0
train,95,0.0,3,1,2.2017776173375365,0,0,588,-0.9994325698551931,2,4,176,1,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0
train,96,0.0,3,1,0.022636409798708873,0,0,651,-0.8973710928725647,2,4,724,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,97,0.0,1,1,3.1034912204570517,0,0,829,0.6146155124869037,0,4,289,1,0.0,0.0,3,3,1,1,0,0,0,0,0,0,0
train,98,1.0,1,1,-0.5033631920210081,0,1,834,1.265900087879898,0,4,297,2,1.0,0.0,1,4,0,2,0,0,0,0,0,0,0
train,99,1.0,2,0,0.32320761083854715,0,1,148,0.17813153584536418,2,5,213,2,1.0,0.0,2,3,0,2,0,0,0,0,0,0,0
train,100,0.0,2,1,0.32320761083854715,1,0,198,0.3080170928776245,2,4,391,2,0.0,0.0,2,3,0,2,0,0,0,0,0,0,0
train,101,0.0,3,0,-0.12764919072121025,0,0,527,-0.9163224516047415,2,3,637,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,102,0.0,3,1,0.022636409798708873,0,0,497,-0.9163224516047415,2,4,638,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,103,0.0,1,1,-0.6536487925409272,0,1,573,1.4819536405686116,2,4,840,2,1.0,0.0,1,4,0,2,0,0,0,0,0,0,0
train,104,0.0,3,1,0.2480648105785876,0,0,692,-0.8261020667863431,2,4,380,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,105,0.0,3,1,0.5486360116184259,2,0,330,-0.9127086512392576,2,4,301,1,0.0,0.0,2,1,0,3,0,0,0,0,0,0,0
train,106,0.0,3,1,-0.12764919072121025,0,0,489,-0.9163224516047415,2,4,528,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,107,1.0,3,0,-0.6536487925409272,0,0,408,-0.9472215089599357,2,3,703,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,108,1.0,3,1,0.022636409798708873,0,0,340,-0.9313998219224265,2,4,542,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,109,0.0,3,1,0.6237788118783855,0,0,531,-0.9163224516047415,2,4,658,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,110,1.0,3,0,-0.35307759150108897,1,0,645,0.22974484480448726,1,3,538,3,0.0,0.0,1,3,0,3,0,0,0,0,0,0,0
train,111,0.0,1,1,1.3000640142180215,0,0,2,1.0517741972498704,2,4,649,2,0.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,112,0.0,3,0,-1.1420769942306646,1,0,258,-0.30727043636618656,0,3,865,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,113,0.0,3,1,-0.5785059922809677,0,0,369,-0.8973710928725647,2,4,57,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,114,0.0,3,0,-0.7287915928008868,1,0,673,-0.6998752397571628,2,3,388,1,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0
train,115,0.0,3,0,-0.9542199935807656,0,0,234,-0.3069779148313466,0,3,38,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,116,0.0,3,1,-0.6536487925409272,0,0,909,-0.9127086512392576,2,4,625,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,117,0.0,3,1,3.0659198203270717,0,0,634,-0.9345460513600208,1,4,167,1,0.0,0.0,3,0,1,1,0,0,0,0,0,0,0
train,118,0.0,2,1,-0.0525063904612507,1,0,68,0.08217950756335624,2,4,809,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,119,0.0,1,1,-0.42822039176104854,0,1,799,2.7557858117822613,0,4,60,3,1.0,0.0,1,4,0,3,0,0,0,0,0,0,0
train,120,0.0,3,0,-2.081361997480159,4,2,458,0.5048100013229886,2,3,21,7,0.0,1.0,0,3,0,7,0,0,0,1,0,5,0
train,121,0.0,2,1,-0.6536487925409272,2,0,846,1.4272694341998533,2,4,337,7,0.0,0.0,1,4,0,7,0,0,0,0,0,0,0
train,122,0.0,3,1,0.022636409798708873,0,0,737,-0.8973710928725647,2,4,537,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,123,0.0,2,1,0.2104934104486078,1,0,173,0.4628784206400741,0,4,559,2,0.0,0.0,2,3,0,2,0,0,0,0,0,0,0
train,124,1.0,2,0,0.2104934104486078,0,0,296,-0.4162482943735053,2,3,831,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,125,0.0,1,1,1.8260636160377386,0,1,573,1.4819536405686116,2,4,840,2,1.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,126,1.0,3,1,-1.3299339948805633,1,0,244,-0.564247818532425,0,2,569,2,0.0,1.0,1,1,0,2,0,0,0,0,0,0,0
train,127,0.0,3,1,0.022636409798708873,0,0,637,-0.9345460513600208,1,4,511,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,128,1.0,3,1,-0.42822039176104854,0,0,741,-1.014004560797836,2,4,476,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,129,1.0,3,0,-1.4802195954004824,1,1,261,0.14824534059443958,0,3,634,3,0.0,1.0,1,3,0,3,0,1,0,0,0,0,1
train,130,0.0,3,1,1.1497784136981024,0,0,437,-1.0368175964773627,2,4,233,1,0.0,0.0,2,0,1,1,0,0,0,0,0,0,0
train,131,0.0,3,1,0.2480648105785876,0,0,523,-0.9163224516047415,0,4,221,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,132,0.0,3,1,-0.7287915928008868,0,0,875,-1.026495343233343,2,4,154,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,133,0.0,3,0,1.3000640142180215,1,0,734,-0.304007156479428,2,5,675,2,0.0,0.0,2,2,0,2,0,0,0,0,0,0,0
train,134,1.0,2,0,-0.0525063904612507,1,0,142,0.3080170928776245,2,5,833,2,0.0,0.0,1,3,0,2,0,0,0,0,0,0,0
train,135,0.0,2,1,-0.35307759150108897,0,0,753,-0.4162482943735053,2,4,750,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,136,0.0,2,1,-0.5033631920210081,0,0,858,-0.26584407445432295,0,4,665,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,137,1.0,1,0,-0.8039343930608464,0,2,70,0.3195275451821369,2,3,566,1,0.0,1.0,1,3,0,3,0,0,0,0,0,0,0
train,138,0.0,1,1,0.5486360116184259,1,0,64,1.074427242873678,2,4,267,2,0.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,139,0.0,3,1,-1.029362793840725,0,0,690,-0.7636525407105044,2,4,599,2,0.0,0.0,1,1,0,2,0,0,0,0,0,0,0
train,140,0.0,1,1,-0.42822039176104854,0,0,809,1.5085692015391194,0,4,279,2,0.0,0.0,1,4,0,2,0,0,0,0,0,0,0
train,141,0.0,3,0,0.5486360116184259,0,2,272,-0.25218396754389893,0,5,90,3,1.0,0.0,2,2,0,3,0,0,0,0,1,0,0
train,142,1.0,3,0,-0.5785059922809677,0,0,457,-0.9345460513600208,2,3,580,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,143,1.0,3,0,-0.42822039176104854,1,0,912,-0.2119155831182824,2,5,305,2,0.0,0.0,1,2,0,2,0,0,0,0,0,0,0
train,144,0.0,3,1,-0.8039343930608464,0,0,601,-1.0683770604358809,1,4,108,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,145,0.0,2,1,-0.8790771933208059,0,0,149,-0.5412218046655712,2,4,23,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,146,0.0,2,1,-0.8039343930608464,1,1,762,0.6776031170081337,2,4,567,4,1.0,0.0,1,3,0,4,0,0,1,0,0,0,0
train,147,1.0,3,1,-0.20279199098116985,0,0,552,-0.9287889827748592,2,4,21,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,148,0.0,3,0,-1.555362395660442,2,2,923,0.6059461164873752,2,3,255,5,0.0,1.0,1,3,0,5,0,0,0,1,0,0,0
train,149,0.0,2,1,0.5110646114884461,0,2,144,0.3080170928776245,2,4,562,3,1.0,0.0,2,3,0,3,0,0,2,0,0,0,0
train,150,0.0,2,1,0.9243500129182237,0,0,193,-0.4162482943735053,2,6,113,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,151,0.0,2,1,1.6006352152578598,0,0,847,-0.45431256503922723,2,6,58,1,0.0,0.0,2,2,1,1,0,0,0,0,0,0,0
train,152,1.0,1,0,-0.5785059922809677,1,0,45,1.3200916425031062,2,5,622,2,0.0,0.0,1,4,0,2,0,0,0,0,0,0,0
train,153,0.0,3,1,1.9387778164276779,0,0,708,-0.8973710928725647,2,4,518,1,0.0,0.0,2,1,1,1,0,0,0,0,0,0,0
train,154,0.0,3,1,0.8116358125282843,0,2,735,-0.304007156479428,2,4,873,3,1.0,0.0,2,2,0,3,0,0,0,0,0,0,0
train,155,0.0,3,1,0.022636409798708873,0,0,785,-0.9911098686909222,2,4,594,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,156,0.0,1,1,1.6006352152578598,0,1,813,1.2314566874137354,0,4,850,2,1.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,157,1.0,3,0,-1.029362793840725,0,0,574,-0.9366527446258573,1,3,285,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,158,0.0,3,1,0.022636409798708873,0,0,895,-0.8973710928725647,2,4,172,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,159,0.0,3,1,0.022636409798708873,0,0,344,-0.82515440515439,2,4,746,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,160,0.0,3,1,-1.4802195954004824,8,2,777,1.367194283978788,2,2,700,11,0.0,1.0,1,4,0,11,0,0,0,1,0,4,0
train,161,0.0,3,1,1.074635613438143,0,1,646,-0.1956744549476333,2,4,179,2,1.0,0.0,2,2,0,2,0,0,0,0,0,0,0
train,162,1.0,2,0,0.7740644123983046,0,0,763,-0.2184796064862254,2,5,830,2,0.0,0.0,2,2,0,2,0,0,0,0,0,0,0
train,163,0.0,3,1,-0.2779347912411294,0,0,444,-0.9313998219224265,2,4,70,1,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0
train,164,0.0,3,1,-0.9542199935807656,0,0,356,-0.82515440515439,2,4,119,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,165,0.0,3,1,-2.156504797740119,4,1,334,0.7602383782468691,2,2,609,7,0.0,1.0,0,3,0,7,0,0,0,1,0,3,0
train,166,1.0,3,1,-1.555362395660442,0,2,582,0.0581092805802761,2,2,290,3,0.0,1.0,1,2,0,3,0,1,0,0,0,0,0
train,167,1.0,1,0,0.5486360116184259,0,1,38,1.112491513539401,2,5,144,2,1.0,0.0,2,4,0,2,0,0,0,0,0,0,0
train,168,0.0,3,0,1.1497784136981024,1,4,463,0.383009489470084,2,5,739,6,1.0,0.0,2,3,0,6,0,0,0,0,1,0,0
train,169,0.0,1,1,0.022636409798708873,0,0,789,0.3049496286748656,2,4,59,1,0.0,0.0,1,3,1,1,0,0,0,0,0,0,0
train,170,0.0,3,1,-0.12764919072121025,0,0,103,1.1415603065113535,2,4,456,8,0.0,0.0,1,4,0,8,0,0,0,0,0,0,0
train,171,0.0,1,1,2.3520632178574554,0,0,8,0.5783265379119158,2,4,812,1,0.0,0.0,2,3,1,1,0,0,0,0,0,0,0
train,172,0.0,3,1,-1.93107639696024,4,1,658,0.4287889396079731,1,2,664,6,0.0,1.0,0,3,0,6,0,0,0,1,0,4,0
train,173,1.0,3,0,-2.156504797740119,1,1,476,-0.5740561612994706,2,3,382,3,0.0,1.0,0,1,0,3,0,1,0,0,0,0,2
train,174,0.0,3,1,-0.6536487925409272,0,0,901,-0.9127086512392576,2,4,736,1,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0
train,175,0.0,1,1,1.9763492165576577,0,0,114,0.48484052147943757,0,4,747,1,0.0,0.0,2,3,1,1,0,0,0,0,0,0,0
train,176,0.0,3,1,-0.8790771933208059,1,1,563,-0.9214914200619991,2,4,413,1,1.0,0.0,1,0,0,3,0,0,0,0,0,0,0
train,177,0.0,3,1,-1.4802195954004824,3,1,670,0.2860176987446175,2,2,434,5,0.0,1.0,1,3,0,5,0,0,0,0,0,4,0
train,178,0.0,1,0,1.5254924149979003,0,0,811,0.41358467197280835,0,3,365,1,0.0,0.0,2,3,1,1,0,0,0,0,0,0,0
train,179,0.0,2,1,0.022636409798708873,0,0,224,-0.4162482943735053,2,4,306,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,180,0.0,3,1,0.4734932113584663,0,0,786,-0.7872939516355081,2,4,441,4,0.0,0.0,2,1,0,4,0,0,0,0,0,0,0
train,181,0.0,3,0,-1.4802195954004824,8,2,777,1.367194283978788,2,3,700,11,0.0,1.0,1,4,0,11,0,0,0,1,0,4,0
train,182,0.0,2,1,0.022636409798708873,0,0,857,-0.2655554658987005,0,4,630,1,0.0,0.0,1,2,1,1,0,0,0,0,0,0,0
train,183,0.0,3,1,-1.555362395660442,4,2,453,0.5086471496092497,2,2,33,7,0.0,1.0,1,3,0,7,0,1,0,0,0,1,2
train,184,1.0,2,1,-2.156504797740119,2,1,145,0.7414458562773971,2,2,66,4,0.0,1.0,0,3,0,4,0,0,0,0,0,0,2
